poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,dem,rep,ind
79260,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,6/25/22,6/28/22,,"",,157495,776,lv,,lv,,6/29/22 10:13,"",https://docs.cdn.yougov.com/uhxw71f4tf/econTabReport.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,40.0,45.0,
79249,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,6/24/22,6/27/22,,"",,157277,1237,rv,,rv,,6/28/22 11:43,"",https://news.yahoo.com/poll-confidence-in-supreme-court-collapses-as-just-33-agree-with-decision-to-overturn-roe-v-wade-090021689.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,45.0,38.0,
79249,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,6/24/22,6/27/22,,"",,157554,1630,a,,a,,6/29/22 12:00,"",https://news.yahoo.com/poll-confidence-in-supreme-court-collapses-as-just-33-agree-with-decision-to-overturn-roe-v-wade-090021689.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,39.0,32.0,
79243,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,Live Phone,,6/24/22,6/25/22,,"",,157163,868,rv,,rv,,6/27/22 09:10,"",https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-the-overturning-of-roe-v-wade-june-2022/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,48.0,41.0,
79247,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,6/24/22,6/25/22,,"",,157260,2005,rv,,rv,,6/27/22 18:11,"",https://assets.morningconsult.com/wp-uploads/2022/06/27123300/2206184_crosstabs_POLITICO_ROE_DECISION_RV_RVs_v1.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,45.0,42.0,
79236,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,6/20/22,6/23/22,,"",,157262,1079,lv,,lv,,6/27/22 18:11,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/06/TRF-Generic-Ballot-0627-Poll-Report.pdf,"",false,REP,8990,2022,U.S. House,,Generic,11/8/22,general,false,39.8,49.4,
79235,399,Rasmussen (Pulse Opinion Research),1744,Miranda Devine's LAPTOP FROM HELL,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,6/19/22,6/23/22,,"",,157043,2500,lv,,lv,,6/24/22 11:01,"",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_jun24,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,40.0,48.0,
79234,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,6/17/22,6/22/22,,"",,157025,1000,lv,,lv,,6/24/22 09:34,"",https://mclaughlinonline.com/pols/wp-content/uploads/2022/06/National-Monthly-June-2022-RELEASE.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,48.0,
79223,1701,NewsNation/Decision Desk HQ,"","",NewsNation,696,NewsNation,,Online,,6/20/22,6/21/22,,"",,156997,1006,rv,,rv,,6/23/22 08:11,"",https://www.newsnationnow.com/polls/full-report-newsnations-survey-jan-6-committee-abortion-crime-inflation/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.58,42.76,
79200,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,6/17/22,6/21/22,,"",,156858,770,lv,,lv,,6/22/22 09:50,"",https://docs.cdn.yougov.com/i873rvg5xx/econTabReport.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,41.0,45.0,
79197,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,,6/17/22,6/20/22,,"",,156820,1030,lv,,lv,,6/21/22 21:05,"",https://echeloninsights.com/in-the-news/june-22-omnibus-politics/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,47.0,46.0,
79197,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,,6/17/22,6/20/22,,"",,156936,1030,rv,,rv,,6/22/22 13:18,"",https://echeloninsights.com/in-the-news/june-22-omnibus-politics/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,47.0,45.0,
79201,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,6/17/22,6/20/22,,"",,156857,2004,rv,,rv,,6/22/22 09:50,"",https://assets.morningconsult.com/wp-uploads/2022/06/21132002/2206122_crosstabs_POLITICO_RVs_v1_6-22-22_SH.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,42.0,
79214,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online,,6/17/22,6/19/22,,"",,156982,800,lv,,lv,,6/22/22 21:07,"",https://senopportunity.org/wp-content/uploads/2022/06/2022-06-27-PUBLIC-DECK-National-SOF.pdf,"",false,REP,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,47.0,
79262,1347,Cygnal Political,"","",Cygnal,67,Cygnal,B+,Online,,6/16/22,6/18/22,,"",,157529,5753,lv,,lv,,6/29/22 11:39,"",https://www.cygn.al/june-national-voter-trends-panel/,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.7,48.9,
79195,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,6/15/22,6/17/22,,"",,156780,1012,a,,a,,6/21/22 10:34,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,38.8,36.9,
79195,1709,Big Village,"","",Big Village,37,Big Village/Opinion Research Corporation,B,Online,,6/15/22,6/17/22,,"",,156781,836,rv,,rv,,6/21/22 10:34,"",https://engine-insights.com/blog/public-opinion-polling/,"",false,"",8990,2022,U.S. House,,Generic,11/8/22,general,false,43.6,42.2,
79186,399,Rasmussen (Pulse Opinion Research),1744,Miranda Devine's LAPTOP FROM HELL,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,6/12/22,6/16/22,,"",,156747,2500,lv,,lv,,6/17/22 12:44,"",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_jun17,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,41.0,46.0,
79183,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,B+,Live Phone,,6/12/22,6/15/22,,"",,156715,1000,rv,,rv,,6/17/22 09:18,"",https://www.usatoday.com/story/news/politics/2022/06/17/biden-approval-suffolk-poll-economy/7656894001/?gnt-cfr=1,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,40.0,39.5,
79163,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,6/11/22,6/14/22,,"",,156585,749,lv,,lv,,6/15/22 09:37,"",https://docs.cdn.yougov.com/3jwspvzrht/econTabReport.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,42.0,46.0,
79170,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,,6/10/22,6/13/22,,"",,156653,1002,rv,,rv,,6/15/22 20:12,"",https://www.foxnews.com/official-polls/fox-news-poll-more-voters-trust-republicans-handle-inflation-crime,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,47.0,
79180,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,6/10/22,6/13/22,,"",,156748,1541,a,,a,,6/17/22 12:44,"",https://news.yahoo.com/poll-biden-disapproval-hits-new-high-as-more-americans-say-they-would-vote-for-trump-090021657.html,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,38.0,34.0,
79180,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,6/10/22,6/13/22,,"",,156749,1246,rv,,rv,,6/17/22 12:44,"",https://docs.cdn.yougov.com/2e7fbuwkn8/20220610_yahoo_tabs.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,43.0,39.0,
79143,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,6/10/22,6/12/22,,"",,156553,2005,rv,,rv,,6/15/22 09:20,"",https://assets.morningconsult.com/wp-uploads/2022/06/14130054/2206078_crosstabs_POLITICO_RVs_v1_06-15-22_SH.pdf,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,44.0,42.0,
79134,399,Rasmussen (Pulse Opinion Research),1744,Miranda Devine's LAPTOP FROM HELL,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,6/5/22,6/9/22,,"",,156418,2500,lv,,lv,,6/10/22 10:45,"",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_jun10,"",false,,8990,2022,U.S. House,,Generic,11/8/22,general,false,39.0,48.0,
